qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.05641913414001465,0.07092452049255371,0.07889890670776367,0.06695032119750977,0.08040499687194824,0.06582403182983398,0.03390932083129883
0.049869537353515625,0.06083512306213379,0.08037686347961426,0.08693385124206543,0.07280325889587402,0.0670619010925293,0.037891387939453125
0.04188871383666992,0.06180596351623535,0.07184743881225586,0.05810952186584473,0.07544207572937012,0.071319580078125,0.030917882919311523
0.05585145950317383,0.06981420516967773,0.0732269287109375,0.06297492980957031,0.057999610900878906,0.06493043899536133,0.03198361396789551
0.04603242874145508,0.05912613868713379,0.06388640403747559,0.05492877960205078,0.05608534812927246,0.06799459457397461,0.03203439712524414
0.040003061294555664,0.07527375221252441,0.1517491340637207,0.06902670860290527,0.07787728309631348,0.0889289379119873,0.04089021682739258
0.06283044815063477,0.09339427947998047,0.07281613349914551,0.09873700141906738,0.14660882949829102,0.07720398902893066,0.023976564407348633
0.033006906509399414,0.06981039047241211,0.05684638023376465,0.06283831596374512,0.06183791160583496,0.07081007957458496,0.02892470359802246
0.05601859092712402,0.08032464981079102,0.09374833106994629,0.07982754707336426,0.05186128616333008,0.06881284713745117,0.0530085563659668
0.06946372985839844,0.09275293350219727,0.0797872543334961,0.07103157043457031,0.07416176795959473,0.0638570785522461,0.027925968170166016
0.04831266403198242,0.06382966041564941,0.06484150886535645,0.07082891464233398,0.07433152198791504,0.05884265899658203,0.03290200233459473
0.052385807037353516,0.061354875564575195,0.10524392127990723,0.06881594657897949,0.06981086730957031,0.07380008697509766,0.0388946533203125
0.04491424560546875,0.05884122848510742,0.07280635833740234,0.0628354549407959,0.071807861328125,0.06634712219238281,0.03689980506896973
0.044403791427612305,0.06582188606262207,0.06682157516479492,0.06933712959289551,0.09874343872070312,0.09355831146240234,0.04939675331115723
0.05868959426879883,0.10372090339660645,0.08488655090332031,0.0932779312133789,0.08377575874328613,0.09476637840270996,0.04435014724731445
0.05884122848510742,0.07380485534667969,0.07163405418395996,0.05790591239929199,0.07679510116577148,0.06682205200195312,0.03291034698486328
0.05285000801086426,0.0603642463684082,0.059836387634277344,0.06882596015930176,0.07153582572937012,0.060836076736450195,0.03291463851928711
0.05285930633544922,0.06944417953491211,0.05684852600097656,0.06136608123779297,0.06482696533203125,0.07553267478942871,0.034902095794677734
0.042886972427368164,0.0608372688293457,0.0678107738494873,0.06495022773742676,0.05887341499328613,0.06682300567626953,0.03091287612915039
0.04288434982299805,0.06682467460632324,0.06582427024841309,0.07633209228515625,0.06136274337768555,0.07931733131408691,0.038900136947631836
0.050864219665527344,0.053861379623413086,0.07433485984802246,0.07134652137756348,0.05684924125671387,0.06482172012329102,0.04088759422302246
0.1017293930053711,0.10033845901489258,0.06983685493469238,0.07233357429504395,0.08583545684814453,0.08676338195800781,0.045882225036621094
0.0937502384185791,0.09175586700439453,0.09128546714782715,0.07778692245483398,0.07879066467285156,0.07779288291931152,0.03590750694274902
0.050864219665527344,0.06435370445251465,0.06382942199707031,0.08216977119445801,0.06136727333068848,0.07081341743469238,0.0359039306640625
0.04087972640991211,0.05437803268432617,0.07180213928222656,0.06981444358825684,0.1667623519897461,0.08179998397827148,0.03989219665527344
0.060943603515625,0.0733647346496582,0.07858967781066895,0.06583881378173828,0.058434247970581055,0.07879066467285156,0.03989243507385254
0.04587960243225098,0.06640934944152832,0.06395101547241211,0.06879425048828125,0.06634974479675293,0.0790245532989502,0.03789782524108887
0.04189133644104004,0.07023859024047852,0.05466485023498535,0.06483578681945801,0.07081484794616699,0.08030939102172852,0.030914783477783203
0.05385446548461914,0.07034707069396973,0.09128880500793457,0.071807861328125,0.0827782154083252,0.08529806137084961,0.05401206016540527
0.06956934928894043,0.12790799140930176,0.10278987884521484,0.09906768798828125,0.08681368827819824,0.09632086753845215,0.04587745666503906
0.05085349082946777,0.11171221733093262,0.08638286590576172,0.0571746826171875,0.07381343841552734,0.07899737358093262,0.03793501853942871
0.04986238479614258,0.07289743423461914,0.06925606727600098,0.06382989883422852,0.06981682777404785,0.06941819190979004,0.039891719818115234
0.046872615814208984,0.07297611236572266,0.06437015533447266,0.0707855224609375,0.06835556030273438,0.07196402549743652,0.028529882431030273
0.0418856143951416,0.05585122108459473,0.08745408058166504,0.0977332592010498,0.14812469482421875,0.12685060501098633,0.061275482177734375
0.055855512619018555,0.059854745864868164,0.06886696815490723,0.06157350540161133,0.05784344673156738,0.06282925605773926,0.044875144958496094
0.04588484764099121,0.07080388069152832,0.08438539505004883,0.05984234809875488,0.06382966041564941,0.07978606224060059,0.03830313682556152
0.046875953674316406,0.07080268859863281,0.07480573654174805,0.17075371742248535,0.25394201278686523,0.1149141788482666,0.04113364219665527
